#{"t_start": 1614269377.5518239, "env_id": "ObstacleAvoidanceMir100Sim-v0"}
r,l,t
-102.572678,96,101921.365026
299.392137,342,101992.408043
-121.790983,77,102009.490113
-108.313756,69,102024.552481
-58.171781,118,102049.659418
314.384622,176,102086.701446
309.08089,216,102132.044131
-142.156849,47,102142.012939
-175.550595,28,102148.735664
-174.349132,21,102154.080055
-132.943423,92,102173.958888
-98.328988,126,102201.268077
-152.349064,138,102230.133401
-93.150141,101,102252.464337
-76.558578,97,102272.400122
-135.624556,233,102322.016235
286.587696,204,102364.053436
-187.176135,13,102367.559452
-150.426264,71,102382.694373
296.059166,161,102417.166708
323.15335,182,102455.325198
-118.086421,73,102471.221558
301.996922,196,102511.061526
-89.702056,165,102545.801032
-168.63701,74,102562.017627
-122.049081,89,102580.888313
-113.750107,453,102675.520391
-114.691495,127,102702.967135
-101.332025,75,102718.877701
-118.569617,61,102731.655723
-117.014667,104,102753.128452
296.810078,315,102818.5734
-166.559506,93,102839.401211
-92.785517,120,102864.433702
-111.459384,63,102878.697746
-113.15186,73,102894.382627
-71.733892,182,102932.311791
-80.856289,165,102968.311243
-132.788303,468,103067.083471
-135.685854,50,103077.455012
324.46878,176,103113.375326
-113.117775,64,103127.114203
-117.132926,191,103167.542668
-135.877001,108,103191.279682
-155.278479,50,103202.207046
-170.813556,30,103209.240266
-101.324945,73,103225.646814
282.599333,132,103253.941083
-140.458561,108,103277.090628
-91.764185,81,103294.413857
-121.98568,67,103308.913188
278.41695,131,103336.026699
-128.703487,53,103347.581404
279.621468,199,103388.323355
-140.226824,87,103406.387741
-93.194269,187,103445.786362
-160.277,52,103457.488039
270.848483,420,103545.790895
-112.827453,66,103559.615908
-84.117356,86,103578.219249
-153.180367,38,103586.655346
-136.585567,103,103608.07365
-107.653223,71,103623.100816
291.864277,335,103693.497461
-149.465714,40,103702.516609
-137.117052,140,103731.917421
-156.227956,33,103739.791066
-131.848225,210,103784.402944
-192.323142,280,103843.407414
-158.089084,119,103869.10923
-138.135663,226,103917.191667
-136.735836,258,103971.319979
-104.837219,166,104007.098046
-86.237017,85,104025.00931
-111.715805,142,104054.438013
-162.923219,31,104061.638286
-201.877649,19,104066.310483
-100.754928,150,104097.809028
344.948098,177,104133.813591
-150.219975,36,104141.798439
-71.954851,91,104160.761549
-155.725489,129,104187.525774
344.100977,178,104224.326952
-145.207142,105,104246.339377
-106.872385,148,104278.847231
293.994523,190,104318.11696
-149.887991,228,104365.935022
-143.891353,95,104385.523075
-136.222564,54,104397.652716
-122.447576,60,104411.338603
-159.821857,30,104418.29813
-92.215226,150,104450.265798
-86.026742,139,104479.434112
-121.643042,89,104498.49184
159.19555,500,104602.756149
-105.89934,93,104622.555069
-184.768871,25,104628.543325
-132.518162,53,104640.315546
-53.498075,172,104675.697146
-121.804255,122,104701.277055
-173.989987,23,104706.726762
-121.764717,185,104745.279212
288.913724,136,104773.828395
-114.058379,73,104789.344956
-117.16834,144,104819.449096
-114.635081,101,104841.670347
-145.086031,90,104861.607444
294.967754,137,104890.213765
313.38103,218,104935.460668
-127.94094,137,104964.799558
-120.251557,62,104978.345545
307.393048,154,105010.527888
-87.787262,159,105043.896595
-200.469099,17,105048.393348
-140.481183,109,105071.836205
-88.585292,81,105088.363682
304.961214,421,105176.90954
-140.045258,109,105200.800678
286.123907,299,105264.190997
-128.101658,164,105299.251184
-132.322001,62,105312.442636
-69.217226,93,105332.590328
-85.302934,84,105350.597387
-97.998709,75,105367.071843
-174.587056,22,105372.358741
-140.058905,47,105382.777597
305.851904,151,105414.052087
-106.440484,163,105448.203346
-169.41749,25,105453.81431
-99.495075,82,105470.99149
287.916731,169,105505.79091
-168.762977,89,105524.9567
-164.531343,172,105562.158938
-115.165391,71,105577.459923
332.497574,308,105642.094541
280.783202,471,105740.674576
295.785594,219,105786.415726
-105.415496,76,105803.659092
-103.04905,72,105819.002416
-170.871413,95,105839.279273
-130.538777,55,105851.387155
288.345735,143,105882.137568
-101.309463,75,105898.13315
-129.257668,99,105920.032738
-120.003719,125,105946.502146
-129.13433,124,105973.039503
-151.021389,141,106003.195607
-121.612943,132,106030.61488
266.530036,317,106097.98513
-73.281979,148,106130.046133
280.773304,163,106164.198291
-97.435375,130,106191.681712
-120.618655,73,106208.058921
261.78179,141,106237.935338
-157.626205,40,106246.770765
-137.285829,57,106259.581755
-149.195372,92,106279.422764
-134.220594,68,106294.967625
-112.521991,69,106309.687123
99.656412,500,106415.578499
302.88835,367,106491.409533
-142.488144,51,106503.10876
-123.491549,108,106525.955009
-122.282134,60,106538.472499
111.949554,500,106642.295218
-57.131701,146,106672.503076
-121.786014,107,106695.297733
316.586519,178,106731.924219
-85.760661,172,106767.929332
-136.649411,61,106781.081234
-159.407832,76,106797.653352
-118.361647,171,106833.286685
-110.759719,171,106869.314991
-130.503404,108,106892.313725
-122.344105,68,106907.031403
-156.787653,40,106916.257126
-72.269535,104,106938.195598
288.913371,254,106990.460257
-141.231451,60,107003.399473
-127.37752,111,107026.446395
268.244717,195,107067.643046
-113.579458,68,107081.895971
253.879233,324,107149.676634
-205.223388,4,107151.229579
-174.366534,30,107158.497352
-141.820054,212,107202.851011
307.016783,196,107242.678857
-164.051385,36,107251.180451
-143.165331,80,107268.770915
291.648436,173,107304.398736
-108.512935,66,107319.082285
314.566701,261,107371.72026
292.957585,244,107421.84391
-167.061754,41,107431.014397
-139.19712,73,107446.823811
-115.207038,74,107463.124878
-136.015707,154,107496.293458
144.980201,500,107600.634614
-158.532592,49,107611.821513
-138.579492,122,107637.589252
-75.797432,131,107664.799911
-90.86444,100,107685.695314
-125.139786,103,107707.09141
-110.382995,77,107723.658957
-159.505905,48,107734.565871
-130.266931,106,107756.630986
-141.555196,62,107769.931416
-143.947221,88,107788.545643
-175.086519,25,107794.51542
-122.992615,71,107810.375617
-85.251358,166,107844.81091
-164.736004,88,107863.52807
-146.99128,65,107877.692544
134.466728,500,107982.79533
309.900245,190,108022.483403
-116.639735,66,108036.013151
-165.980873,41,108045.011798
-133.221501,69,108059.853577
135.823231,500,108165.284869
-71.580098,121,108191.262204
271.281364,144,108222.030556
310.486697,257,108274.564803
255.318291,420,108363.299624
-123.824271,68,108378.402063
-96.721048,83,108396.216764
-133.40182,130,108423.081951
-171.91649,24,108428.643497
-164.491098,71,108444.229358
-115.380214,122,108469.523006
-130.224777,112,108494.203567
-121.239785,111,108516.572751
-170.204268,100,108538.023384
-97.838217,101,108559.313659
-205.740068,21,108564.984073
255.789881,378,108643.6819
-134.259361,69,108658.838001
-130.98568,110,108681.538144
-110.260107,85,108700.742937
284.854077,255,108754.036409
-138.209996,51,108764.772763
-111.03848,135,108793.708429
252.746649,349,108868.093104
-180.954813,140,108898.757151
313.64457,452,108993.802423
-137.798507,50,109004.881124
-170.11344,30,109011.869313
284.890013,284,109070.031581
74.329681,500,109174.343681
-113.624627,92,109193.745185
-140.918145,64,109207.538193
-158.145344,47,109218.014623
-117.17826,95,109238.309812
-117.251515,76,109254.455639
-142.107403,87,109273.395637
-147.451103,85,109292.103102
295.466276,173,109327.102885
134.573433,500,109433.804707
-115.887979,70,109448.680534
-100.347092,84,109466.98493
285.469159,202,109509.784949
302.106855,214,109554.02482
-146.900435,63,109568.176283
-148.759462,82,109585.408822
-114.410755,86,109603.837475
-101.973276,160,109637.33416
138.36161,500,109742.864921
-155.199568,85,109761.354649
-154.056649,46,109771.098681
-179.476636,121,109797.076136
-78.607115,109,109820.626871
-152.395385,114,109845.251166
-110.046649,106,109867.570298
-119.157361,63,109881.179853
283.384983,334,109949.972358
265.487186,449,110043.075838
-90.536391,113,110066.577325
-142.849539,49,110077.78886
-98.756704,124,110103.984126
-103.506615,89,110123.303937
-119.684746,137,110151.742395
-147.3196,100,110173.439234
-100.879555,90,110193.079157
329.493157,225,110239.646863
-154.077275,42,110249.068335
305.334088,185,110287.038957
-81.344463,165,110322.217401
-147.351679,45,110332.369035
-104.132504,82,110350.4286
270.952663,169,110385.965054
-70.497661,106,110408.659135
-102.482834,150,110439.946896
-141.218396,53,110451.501509
-139.370518,81,110468.803491
-136.320579,91,110488.54144
269.620178,180,110526.416959
-158.122015,44,110535.686712
-93.5012,138,110564.762155
-158.845324,74,110580.698529
304.239197,160,110613.50913
-222.40657,213,110659.107775
-106.436651,212,110703.334837
-174.949418,34,110711.043822
-153.51957,79,110727.973861
-104.604232,123,110753.971978
-140.642217,89,110772.924246
-131.530833,178,110810.593825
-110.683845,68,110825.637671
-100.539418,79,110842.452482
-99.760543,78,110859.092145
305.72852,220,110905.029864
46.542935,500,111008.258402
-126.203247,56,111020.770998
-91.44899,81,111037.204437
-164.453649,30,111044.219309
-176.981869,35,111052.83544
90.327931,500,111155.053063
-142.962108,59,111168.785978
-164.953707,68,111183.948116
-80.72851,277,111241.66941
-160.146341,73,111257.998424
-135.487399,68,111273.233263
-138.587106,93,111293.423247
-147.728292,69,111308.282495
-158.500751,35,111316.489446
-121.105487,102,111338.393957
-109.979125,120,111363.81514
-146.523216,45,111373.9554
-83.980384,130,111400.889069
-118.356237,64,111415.078675
-153.244399,86,111433.647032
-92.033857,86,111451.347126
298.159014,156,111485.479744
-72.375944,100,111507.242304
-135.103906,74,111523.175919
-139.326713,63,111537.090647
-98.123661,115,111562.176188
-136.670153,52,111573.582398
-179.574479,51,111584.665141
275.221135,390,111665.510685
287.149027,500,111771.420719
-127.310647,74,111788.223477
297.731249,312,111853.084678
-131.63654,91,111872.020604
133.667769,500,111977.775056
-105.401637,119,112002.934572
-182.626842,49,112013.706962
-164.899503,45,112023.507069
-136.95523,87,112042.328121
-116.707168,67,112056.519056
-112.319183,72,112071.982641
-167.483958,68,112087.305697
-121.919702,99,112107.99374
279.117427,313,112175.219396
-100.325192,131,112203.558626
-128.548094,65,112217.936995
-101.721098,80,112235.905621
68.030512,500,112339.16568
-116.232244,65,112352.809067
-139.862214,62,112366.601268
305.043984,328,112434.692456
-86.718358,129,112461.696851
-86.574013,123,112488.307341
-147.599994,78,112504.623142
-120.435232,77,112521.398003
-107.760327,75,112536.99632
105.258497,500,112639.569884
-98.215858,112,112662.820092
-96.04896,119,112687.931241
-180.413922,20,112692.8993
146.150395,500,112797.730626
-101.154524,85,112816.399011
-146.190385,88,112834.750377
130.128489,500,112939.078826
-140.441002,85,112957.738984
-132.258264,107,112980.669312
-102.763694,198,113022.080914
-79.513584,143,113052.743757
-101.509394,122,113077.944375
-138.437776,93,113097.460317
291.046716,231,113146.019469
-142.853205,81,113163.679311
-114.60655,72,113179.052802
-156.107957,37,113187.476566
-75.712286,132,113215.717595
291.888206,328,113283.709109
248.800025,419,113369.403258
-152.683657,75,113385.934713
-150.123801,125,113413.317863
-114.570051,65,113427.553914
263.581864,306,113492.002349
-138.676935,81,113509.21149
-81.259097,122,113536.048367
-160.438505,68,113550.229037
154.223018,500,113655.442489
-147.796434,52,113666.982069
295.065999,257,113720.84101
-152.313273,40,113729.603159
248.957587,330,113799.000573
257.539117,322,113864.433749
316.397233,175,113901.80955
-148.306017,131,113929.869961
-84.78974,178,113968.042717
-131.623641,171,114003.513111
-125.072492,61,114016.552186
-120.676161,58,114029.625324
327.725747,379,114107.45865
-12.907755,220,114152.529472
-118.459023,91,114172.27007
-164.854511,42,114181.686137
-72.034611,139,114209.659218
-156.415216,72,114225.213474
-86.772905,95,114244.983887
321.459386,163,114278.865376
251.563636,469,114375.542667
-114.279981,132,114402.742166
-155.19882,93,114422.454144
-162.788902,53,114434.234008
-125.927871,76,114450.77441
-111.190307,80,114470.665872
-141.131492,86,114490.566157
-170.071703,92,114513.32669
-113.865632,109,114538.369834
-107.810487,81,114556.908268
-145.828877,90,114578.962759
234.223794,393,114674.914841
139.257548,500,114783.391279
-148.404392,54,114795.839611
256.400816,290,114855.808927
-173.926143,61,114869.67172
-168.357309,72,114885.541996
-147.54799,96,114905.546416
-126.408066,103,114927.393946
-110.915039,103,114948.951677
-130.283581,109,114972.243165
129.164125,500,115077.789055
-166.881234,120,115103.824611
-120.428392,93,115123.230093
281.902793,316,115189.528159
-171.240771,23,115195.100099
-139.477808,123,115220.579619
-89.391497,114,115244.453103
-52.211684,171,115279.46479
-140.282401,62,115292.665806
-116.157895,125,115318.849956
276.014841,335,115389.596194
326.636614,196,115429.813253
-115.392524,135,115458.863918
-152.973049,49,115469.787993
-105.99441,112,115493.379714
264.60378,316,115560.254504
-111.130841,158,115592.789872
-158.064771,67,115607.46524
294.674009,289,115667.231933
-148.655947,46,115677.707419
-147.912634,73,115692.939747
-146.513473,70,115708.342917
31.507151,500,115813.299055
-128.948568,59,115826.381839
-79.161287,183,115864.215406
-155.291614,40,115872.848882
-167.560551,59,115886.153304
-114.985519,79,115903.385684
-119.341912,77,115919.528917
-139.932221,91,115938.261738
-140.012893,89,115956.261564
-161.018528,99,115977.26966
-129.492598,69,115992.154007
-94.820514,137,116020.343421
327.981887,183,116059.822943
-124.237153,66,116074.104693
290.16515,156,116106.083936
54.101884,500,116210.047839
164.842933,500,116312.046652
-136.628627,47,116322.357141
156.842763,500,116427.203691
-131.889741,116,116450.986443
-150.343198,44,116460.565341
-189.21984,63,116473.811166
-148.050531,47,116484.185147
-87.278609,104,116504.582038
-171.024095,24,116509.927315
251.805265,477,116609.096564
-98.75698,79,116626.07426
-116.016966,105,116648.305755
267.006965,462,116745.438504
-151.622522,105,116767.2858
-117.059978,99,116787.872128
-136.912595,48,116798.377405
-157.52908,54,116810.58464
-107.426965,78,116826.595777
276.675404,439,116917.870107
-85.989709,126,116943.892201
-39.212958,157,116975.402096
-113.821182,109,116998.58643
-132.808827,60,117011.711456
-159.085927,45,117021.763174
-118.742079,97,117042.627269
-146.406833,100,117063.524906
-178.407604,29,117070.673659
271.622507,437,117160.292132
-155.999262,70,117175.525237
-121.632467,130,117203.052453
-120.965557,222,117249.839862
-156.32196,33,117257.056398
-135.185566,78,117273.487382
-115.308172,228,117319.758601
-122.83903,104,117341.526858
-151.863258,38,117350.54919
-142.311684,88,117369.107823
-124.48701,68,117383.638708
254.470522,437,117472.19453
296.455317,255,117523.259588
-166.365389,99,117544.181778
-111.477307,84,117562.966848
249.980814,369,117640.199708
-111.043378,323,117706.79246
-142.589785,48,117717.856153
-89.373202,84,117735.49123
-117.886409,75,117750.812042
-141.657165,88,117769.156824
-154.679005,79,117785.261454
-192.977408,84,117802.920141
-186.252543,13,117806.12359
-125.637286,141,117835.531252
-125.298152,142,117864.781304
-132.337839,95,117884.730854
267.845776,299,117945.18115
298.43913,198,117985.869064
-128.285806,93,118005.349205
-124.323735,94,118025.679609
-141.809419,84,118043.215935
-137.293478,76,118059.912852
-114.376999,78,118075.853034
-141.08005,105,118097.254942
314.976695,267,118150.983797
-131.443076,114,118174.409476
-124.361828,111,118197.682439
-189.901138,57,118210.300815
-121.271204,236,118258.797093
-111.19674,127,118285.456906
-140.686582,176,118321.678653
-128.872159,156,118354.785455
-133.597951,197,118395.141624
-85.311119,125,118422.430316
-136.034865,134,118450.845803
-125.742107,52,118462.224236
-113.428631,122,118487.201667
311.61321,226,118533.343422
-168.579527,42,118542.381978
-85.103826,136,118571.574868
-145.983299,82,118589.328956
-116.215882,63,118602.8335
-134.725415,120,118628.328424
-121.01013,95,118648.175773
-187.40871,32,118655.213591
-138.502198,92,118674.352453
-135.31259,104,118695.862349
-145.323586,42,118705.264641
-147.971137,43,118714.67909
-137.452593,54,118726.814275
-164.025232,81,118744.462945
-104.188345,150,118774.407482
-53.78649,288,118835.209438
-179.148762,24,118840.912012
-121.093152,82,118858.130519
-170.979106,72,118873.311457
-113.072166,116,118898.067863
-120.564148,117,118922.506094
-104.910141,102,118943.890452
-120.230431,105,118965.612992
5.013943,198,119007.142986
-109.226051,183,119044.46428
-133.104787,104,119066.471033
-168.542954,80,119082.873458
-169.361755,30,119089.526489
-159.980586,77,119106.456661
252.737712,219,119152.257134
-133.962531,105,119174.208184
292.993017,275,119230.395873
-145.61578,103,119252.102369
-142.278817,98,119271.647133
247.314289,404,119354.524387
-47.692869,150,119386.146088
-118.438625,73,119402.314485
